City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Vlasotince,RS,42.9636,22.1231,56.25,76,0,2.57,clear sky
348,Koshurnikovo,RU,54.1667,93.3,-15.63,99,24,3.0,few clouds
349,Pedernales,DO,18.0384,-71.744,83.91,51,0,3.6,clear sky
350,Henties Bay,NA,-22.116,14.2845,73.85,83,100,7.76,overcast clouds
351,Grand Gaube,MU,-20.0064,57.6608,79.2,76,90,1.01,overcast clouds
352,Namatanai,PG,-3.6667,152.4333,78.17,82,100,2.82,light rain
353,Okahandja,NA,-21.9833,16.9167,67.84,48,99,13.76,overcast clouds
354,Elko,US,41.0002,-115.5012,34.65,88,17,1.99,few clouds
355,Kolda,SN,12.8833,-14.95,98.91,8,0,9.22,clear sky
356,Odweyne,SO,9.4092,45.064,67.21,53,33,12.48,scattered clouds
357,Mwanza,TZ,-2.5167,32.9,75.97,56,100,4.79,overcast clouds
358,Jhudo,PK,24.964,69.2968,70.75,19,0,6.17,clear sky
359,Kamenka,RU,51.3223,42.7678,33.75,99,100,18.21,snow
360,Bhanpuri,IN,21.1,80.9167,64.13,27,4,4.05,clear sky
361,Kloulklubed,PW,7.0419,134.2556,79.3,71,93,17.96,overcast clouds
362,Kouango,CF,4.9934,19.9619,99.61,12,24,4.47,few clouds
363,Severo-Kurilsk,RU,50.6789,156.125,22.77,86,96,3.65,overcast clouds
364,Port Moresby,PG,-9.4431,147.1797,74.95,80,100,4.45,overcast clouds
365,Conway,US,35.0887,-92.4421,60.78,46,0,6.91,clear sky
366,Coolum Beach,AU,-26.5333,153.1,72.1,73,5,14.97,clear sky
367,Havelock,US,34.8791,-76.9013,67.05,53,40,3.0,scattered clouds
368,Wilmington,US,34.2257,-77.9447,66.97,48,0,0.0,clear sky
369,Namibe,AO,-15.1961,12.1522,78.71,72,60,11.88,broken clouds
370,Mamallapuram,IN,12.6264,80.1722,81.05,67,7,12.75,clear sky
371,Cidreira,BR,-30.1811,-50.2056,79.05,70,0,14.65,clear sky
372,Hofn,IS,64.2539,-15.2082,28.42,54,0,6.91,clear sky
373,Villacarrillo,ES,38.1156,-3.0848,61.0,26,17,4.03,few clouds
374,Bongandanga,CD,1.5,21.05,94.75,26,86,3.09,overcast clouds
375,Banda Aceh,ID,5.5577,95.3222,78.53,81,100,7.92,overcast clouds
376,Guayaramerin,BO,-10.8368,-65.3614,86.05,70,40,8.05,scattered clouds
377,Ballina,AU,-28.8667,153.5667,68.18,91,72,14.92,light rain
378,Zyryanovsk,KZ,49.7386,84.2719,-16.82,100,56,2.48,broken clouds
379,Kahului,US,20.8947,-156.47,67.84,79,0,5.75,clear sky
380,Lodwar,KE,3.1191,35.5973,93.52,23,72,12.15,broken clouds
381,Jalu,LY,29.0331,21.5482,59.23,42,0,7.11,clear sky
382,Bandarbeyla,SO,9.4942,50.8122,75.34,64,21,18.5,few clouds
383,Bilibino,RU,68.0546,166.4372,-36.67,97,42,2.64,scattered clouds
384,Moussoro,TD,13.6408,16.4901,84.54,9,0,12.24,clear sky
385,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,77.58,78,98,1.88,overcast clouds
386,Trairi,BR,-3.2778,-39.2689,87.31,56,12,9.93,few clouds
387,Chapais,CA,49.7834,-74.8492,2.98,89,100,8.32,overcast clouds
388,Hasaki,JP,35.7333,140.8333,34.2,56,12,16.64,few clouds
389,Olinda,BR,-8.0089,-34.8553,87.53,66,40,9.22,scattered clouds
390,Pisco,PE,-13.7,-76.2167,77.05,57,0,16.11,clear sky
391,Luba,GQ,3.4568,8.5547,87.69,74,24,7.85,few clouds
392,Kamina,CD,-8.7386,24.9906,68.76,91,56,5.23,moderate rain
393,Lufilufi,WS,-13.8745,-171.5986,71.38,78,60,12.3,light rain
394,Port Blair,IN,11.6667,92.75,78.84,78,40,3.44,mist
395,Atasu,KZ,48.6814,71.6433,15.24,87,100,11.14,overcast clouds
396,Vestmannaeyjar,IS,63.4427,-20.2734,36.59,75,75,21.85,broken clouds
397,Alofi,NU,-19.0595,-169.9187,73.29,94,20,3.44,few clouds
398,Ca Mau,VN,9.1769,105.15,77.58,84,99,7.85,overcast clouds
399,Maningrida,AU,-12.0667,134.2667,80.55,81,67,8.3,broken clouds
400,Roald,NO,62.5833,6.1333,36.34,93,75,24.16,broken clouds
401,Makakilo City,US,21.3469,-158.0858,63.61,83,0,5.75,clear sky
402,Poddorye,RU,57.4695,31.1156,31.33,93,100,9.06,overcast clouds
403,Tual,ID,-5.6667,132.75,83.25,67,100,2.42,overcast clouds
404,Sakakah,SA,29.9697,40.2064,54.97,39,95,9.33,overcast clouds
405,Kathmandu,NP,27.7167,85.3167,48.42,76,40,3.44,scattered clouds
406,Antalaha,MG,-14.9003,50.2788,77.63,83,19,7.0,few clouds
407,Gainesville,US,29.6516,-82.3248,68.72,45,0,5.75,clear sky
408,Sal Rei,CV,16.1833,-22.9167,86.2,30,80,21.85,broken clouds
409,Genhe,CN,50.7833,121.5167,-13.83,100,99,2.44,overcast clouds
410,Junnar,IN,19.2,73.8833,69.64,29,13,5.73,few clouds
411,Janauba,BR,-15.8025,-43.3089,88.16,50,23,0.89,few clouds
412,Daru,PG,-9.0763,143.2092,78.01,76,100,5.26,overcast clouds
413,Caarapo,BR,-22.6342,-54.8222,89.49,32,0,6.35,clear sky
414,Mareeba,AU,-17.0,145.4333,71.44,95,24,1.86,few clouds
415,Moa,CU,20.6569,-74.9403,82.18,66,8,9.91,clear sky
416,Konstantinovo,BY,54.6628,29.2699,25.77,95,19,6.87,few clouds
417,Polson,US,47.6936,-114.1632,34.72,80,85,2.59,overcast clouds
418,Darnah,LY,32.767,22.6367,57.22,66,60,7.92,broken clouds
419,Mount Gambier,AU,-37.8333,140.7667,52.74,83,3,7.65,clear sky
420,Topolobampo,MX,25.6,-109.05,55.31,94,0,5.75,clear sky
421,Guerrero Negro,MX,27.9769,-114.0611,65.98,30,0,3.94,clear sky
422,Melchor De Mencos,GT,17.0686,-89.1522,75.2,78,100,4.61,overcast clouds
423,Saint Anthony,US,45.0205,-93.218,25.43,81,100,23.02,overcast clouds
424,Port Hedland,AU,-20.3167,118.5667,86.05,79,2,8.05,clear sky
425,Locri,IT,38.2414,16.2623,58.91,67,71,3.53,broken clouds
426,Sahuaripa,MX,29.05,-109.2333,61.75,27,0,1.43,clear sky
427,Yumen,CN,40.2833,97.2,23.92,46,97,1.74,overcast clouds
428,Ahipara,NZ,-35.1667,173.1667,74.28,95,97,11.72,overcast clouds
429,Ginda,IN,30.6945,78.4932,38.34,36,0,7.99,clear sky
430,Mehamn,NO,71.0357,27.8492,31.95,74,75,20.71,broken clouds
431,Angoche,MZ,-16.2325,39.9086,80.64,78,100,7.61,overcast clouds
432,Aransas Pass,US,27.9095,-97.15,69.8,79,0,5.75,clear sky
433,Quelimane,MZ,-17.8786,36.8883,82.35,74,40,10.36,scattered clouds
434,Crossfield,CA,51.4334,-114.0353,28.08,65,4,11.99,clear sky
435,Yeppoon,AU,-23.1333,150.7333,73.18,71,9,14.65,clear sky
436,Cupseni,RO,47.55,23.9333,37.38,99,99,2.15,overcast clouds
437,Clovis,US,36.8252,-119.7029,67.03,72,0,3.44,clear sky
438,Bonthe,SL,7.5264,-12.505,86.2,62,29,15.48,scattered clouds
439,Mount Pleasant,US,32.7941,-79.8626,67.98,40,0,4.61,clear sky
440,Nanortalik,GL,60.1432,-45.2371,30.43,75,100,6.13,overcast clouds
441,Alugan,PH,12.2188,125.4808,77.2,94,100,15.21,overcast clouds
442,Los Llanos De Aridane,ES,28.6585,-17.9182,71.35,38,0,3.44,clear sky
443,Peterhead,GB,57.5058,-1.7981,39.6,73,92,18.75,overcast clouds
444,Bossangoa,CF,6.4926,17.4552,97.57,9,30,4.09,scattered clouds
445,Mandali,IQ,33.7499,45.5541,58.8,60,64,7.43,broken clouds
446,Yiyang,CN,28.5892,112.3283,40.55,94,99,3.91,overcast clouds
447,Sitka,US,57.0531,-135.33,37.29,75,100,10.36,light snow
448,Oriximina,BR,-1.7656,-55.8661,84.7,70,55,3.38,light rain
449,Dekar,BW,-21.5333,21.9333,78.93,54,77,9.62,broken clouds
450,Kassala,SD,15.451,36.4,85.64,37,6,19.44,clear sky
451,Youkounkoun,GN,12.5333,-13.1333,99.14,6,15,10.49,few clouds
452,Kieta,PG,-6.2167,155.6333,77.99,86,99,3.04,light rain
453,Yaan,NG,7.3833,8.5667,98.8,6,12,6.62,few clouds
454,Hearst,CA,49.6835,-83.6665,3.45,95,100,12.08,light snow
455,Teahupoo,PF,-17.8333,-149.2667,71.56,71,60,16.62,broken clouds
456,Wattegama,LK,6.7989,81.4808,74.44,91,100,3.98,overcast clouds
457,Diadema,BR,-23.6861,-46.6228,76.82,76,75,17.0,broken clouds
458,Setermoen,NO,68.861,18.3486,24.76,86,99,1.99,overcast clouds
459,Broome,US,42.2506,-75.833,45.21,53,0,14.0,clear sky
460,Zunyi,CN,27.6867,106.9072,39.45,91,100,2.95,overcast clouds
461,Taganak,PH,6.0833,118.3,80.74,81,83,8.52,broken clouds
462,Kutum,SD,14.2,24.6667,70.48,10,1,11.88,clear sky
463,Leningradskiy,RU,69.3833,178.4167,-16.98,97,100,4.27,overcast clouds
464,Yining,CN,29.0361,114.5636,42.8,97,100,1.74,overcast clouds
465,Comodoro Rivadavia,AR,-45.8667,-67.5,64.26,27,0,11.5,clear sky
466,Shilka,RU,51.85,116.0333,-15.68,99,49,1.1,scattered clouds
467,Crailsheim,DE,49.1344,10.0719,40.93,83,51,13.4,broken clouds
468,Ouallam,NE,14.3188,2.0866,92.46,5,0,9.71,clear sky
469,Sarakhs,IR,36.5449,61.1577,51.94,66,0,6.91,clear sky
470,Nago,JP,26.5881,127.9761,66.27,70,92,9.26,overcast clouds
471,Abu Dhabi,AE,24.4667,54.3667,73.51,75,0,5.75,clear sky
472,Esmeralda,CU,21.8525,-78.1169,83.44,54,1,5.84,clear sky
473,Yulara,AU,-25.2406,130.9889,71.44,35,0,5.75,clear sky
474,Te Anau,NZ,-45.4167,167.7167,53.47,91,81,1.5,broken clouds
475,Stephenville,US,32.2207,-98.2023,64.49,45,0,10.36,clear sky
476,Zaysan,KZ,47.4667,84.8667,5.83,92,99,2.64,overcast clouds
477,Tateyama,JP,34.9833,139.8667,40.1,66,4,12.57,clear sky
478,Mont-Dore,NC,-22.2833,166.5833,81.0,99,100,8.5,overcast clouds
479,Zhezkazgan,KZ,47.8043,67.7144,23.43,96,100,20.0,snow
480,Maryborough,AU,-25.5333,152.7,72.0,68,0,9.6,clear sky
481,Susehri,TR,40.1644,38.0867,15.82,84,9,1.45,clear sky
482,Dinguiraye,GN,11.3,-10.7167,93.85,7,2,7.4,clear sky
483,San Cristobal,VE,7.7669,-72.225,66.38,62,84,3.85,broken clouds
484,Ojinaga,MX,29.5667,-104.4167,59.58,25,0,5.75,clear sky
485,Walvis Bay,NA,-22.9575,14.5053,79.75,57,98,12.66,overcast clouds
486,Honningsvag,NO,70.9821,25.9704,31.53,86,75,28.77,shower snow
487,Shimoda,JP,34.6667,138.95,39.11,77,99,8.41,overcast clouds
488,Slantsy,RU,59.1182,28.0914,25.81,91,32,6.85,scattered clouds
489,Grindavik,IS,63.8424,-22.4338,31.95,69,75,16.11,broken clouds
490,Solaro,IT,44.8799,9.1732,53.15,82,89,1.01,overcast clouds
491,Soyo,AO,-6.1349,12.3689,86.05,67,60,11.65,broken clouds
492,Ko Samui,TH,9.5357,99.9357,82.4,73,100,15.46,overcast clouds
493,Debre Birhan,ET,9.6833,39.5333,55.42,46,74,6.93,broken clouds
494,Emerald,AU,-23.5333,148.1667,73.35,68,0,13.33,clear sky
495,Lewisporte,CA,49.2499,-55.0482,39.13,86,42,13.13,scattered clouds
496,Kargil,IN,34.5667,76.1,-19.08,88,24,3.22,few clouds
497,Massaguet,TD,12.4755,15.4365,89.64,8,1,9.93,clear sky
498,Nerchinsk,RU,51.9833,116.5833,-22.54,100,53,1.34,broken clouds
499,Lazaro Cardenas,MX,17.9583,-102.2,79.41,38,5,2.62,clear sky
500,Chany,RU,55.3121,76.7647,-11.6,100,24,7.02,few clouds
501,Muros,ES,42.7762,-9.0603,61.99,75,90,4.68,overcast clouds
502,Ryotsu,JP,38.0833,138.4333,37.87,70,63,1.34,broken clouds
503,Dire,ML,12.2833,-10.9667,97.11,6,0,7.58,clear sky
504,Necochea,AR,-38.5473,-58.7368,65.03,56,100,18.66,light rain
505,Kumluca,TR,36.3703,30.2869,55.67,68,0,3.44,clear sky
506,Thunder Bay,CA,48.4001,-89.3168,10.56,66,75,19.57,broken clouds
507,Nekhayevskiy,RU,50.4106,41.7561,34.52,99,100,17.36,light snow
508,Kruisfontein,ZA,-34.0033,24.7314,72.97,53,0,8.97,clear sky
509,Grakhovo,RU,56.0502,51.9676,25.56,97,99,6.38,light snow
510,Molina,CL,-35.1167,-71.2833,71.33,40,1,3.44,clear sky
511,Misratah,LY,32.3754,15.0925,58.62,56,100,1.88,overcast clouds
512,Champerico,GT,14.3,-91.9167,88.75,57,0,5.57,clear sky
513,Puerto Madryn,AR,-42.7692,-65.0385,70.07,23,1,3.13,clear sky
514,Ilanskiy,RU,56.2358,96.065,-18.06,100,44,4.14,scattered clouds
515,Vakhrushev,RU,48.9833,142.9667,14.49,97,87,3.42,overcast clouds
516,Zarate,AR,-34.0981,-59.0286,84.83,43,60,8.01,broken clouds
517,Gavrilovka Vtoraya,RU,52.877,42.7663,30.36,99,100,4.52,snow
518,Viedma,AR,-40.8135,-62.9967,69.91,24,80,12.33,broken clouds
519,Pasni,PK,25.2631,63.471,71.44,64,0,11.16,clear sky
520,Sola,VU,-13.8833,167.55,80.37,79,99,17.36,moderate rain
521,Aberfoyle,AU,-30.2667,152.0167,51.64,99,70,5.97,broken clouds
522,Christchurch,NZ,-43.5333,172.6333,62.91,91,100,6.91,heavy intensity drizzle
523,Conde,BR,-7.2597,-34.9075,87.26,62,75,12.66,broken clouds
524,Fairview,US,40.8126,-73.999,53.51,41,0,12.66,clear sky
525,Mineros,BO,-17.1167,-63.2333,90.99,58,34,8.48,scattered clouds
526,Manzhouli,CN,49.6,117.4333,-12.1,99,53,5.66,broken clouds
527,Molochnoye,RU,59.2917,39.6787,28.08,93,100,8.79,overcast clouds
528,Plainview,US,40.7765,-73.4673,53.46,62,0,13.8,clear sky
529,Ambon,ID,-3.6954,128.1814,77.14,88,40,5.75,scattered clouds
530,Dwarka,IN,22.2394,68.9678,71.49,57,1,12.71,clear sky
531,Redcar,GB,54.6166,-1.06,43.57,75,79,7.0,broken clouds
532,Gamba,GA,-2.65,10.0,82.18,71,97,8.43,overcast clouds
533,Spornoye,RU,50.8448,37.2913,35.62,100,100,12.57,overcast clouds
534,San Ignacio,BZ,17.1561,-89.0714,75.34,78,100,4.61,overcast clouds
535,Guangyuan,CN,32.442,105.823,43.07,79,94,1.83,overcast clouds
536,Ayr,GB,55.4627,-4.6339,44.55,75,20,17.27,few clouds
537,Karema,TZ,-6.8205,30.4389,74.32,79,58,4.03,broken clouds
538,Gigmoto,PH,13.7796,124.39,77.68,89,98,13.02,overcast clouds
539,Hamilton,US,39.1834,-84.5333,52.03,52,100,14.97,overcast clouds
540,Sassandra,CI,4.95,-6.0833,85.86,62,47,11.05,scattered clouds
541,Omsukchan,RU,62.5333,155.8,-27.36,75,65,3.58,broken clouds
542,Launceston,AU,-41.45,147.1667,58.6,62,100,11.5,overcast clouds
543,Minot,US,48.2325,-101.2963,3.11,66,0,24.16,clear sky
544,Vanersborg,SE,58.3807,12.3234,35.8,44,0,3.44,clear sky
545,Dong Hoi,VN,17.4833,106.6,71.42,93,100,7.43,overcast clouds
546,Belaya Gora,RU,68.5333,146.4167,-27.08,95,97,4.45,overcast clouds
547,Stornoway,GB,58.2093,-6.3865,44.56,84,75,31.07,moderate rain
548,Marzuq,YE,14.4,46.4667,67.33,48,2,6.2,clear sky
549,Ostersund,SE,63.1792,14.6357,25.25,68,0,8.05,clear sky
550,Kropotkin,RU,45.4375,40.5756,40.12,80,49,9.78,scattered clouds
551,Kresttsy,RU,58.2452,32.5165,31.64,90,100,9.28,overcast clouds
552,Acandi,CO,8.5063,-77.2778,83.91,69,54,8.59,broken clouds
553,Glomfjord,NO,66.8167,13.9667,28.67,91,100,5.82,light snow
554,Almeirim,BR,-1.5233,-52.5817,87.57,58,75,3.87,broken clouds
555,Armidale,AU,-30.5167,151.65,55.81,97,71,4.54,broken clouds
556,Lethem,GY,3.3803,-59.7968,94.86,34,19,11.95,few clouds
557,Miandrivazo,MG,-19.5167,45.4667,83.1,77,44,5.88,moderate rain
558,Eenhana,NA,-17.4667,16.3333,79.38,61,100,1.92,overcast clouds
559,Ola,RU,59.5833,151.2833,-2.87,82,95,6.15,overcast clouds
560,Panguna,PG,-6.3164,155.4848,68.4,98,99,2.89,light rain
561,Bantry,IE,51.6833,-9.45,46.35,79,100,22.24,light rain
562,Bulgan,MN,48.8125,103.5347,-13.23,98,50,2.57,scattered clouds
563,Gossas,SN,14.4912,-16.0642,98.62,5,6,18.75,clear sky
564,Fort Portal,UG,0.6617,30.2748,73.11,42,100,0.67,overcast clouds
565,Veraval,IN,20.9,70.3667,73.15,58,2,5.06,clear sky
566,Mancio Lima,BR,-7.6142,-72.8958,86.07,70,40,4.61,scattered clouds
567,Chiredzi,ZW,-21.05,31.6667,89.62,25,24,9.93,few clouds
568,Astaneh-Ye Ashrafiyeh,IR,37.2596,49.9444,46.33,90,100,0.98,overcast clouds
569,Okha,RU,53.5739,142.9478,14.97,92,100,4.7,overcast clouds
570,Methoni,GR,36.8197,21.7049,58.21,66,0,7.56,clear sky
571,Mangrol,IN,21.1167,70.1167,72.61,53,2,5.61,clear sky
572,Yafran,LY,32.0633,12.5286,53.53,42,100,2.28,overcast clouds
573,Mayo,US,38.8876,-76.5119,59.5,49,0,13.8,clear sky
574,Moba,CN,33.2288,105.0179,31.24,80,100,2.8,overcast clouds
575,Bodden Town,KY,19.2833,-81.25,84.2,68,20,9.22,few clouds
576,Huatulco,MX,15.8436,-96.3267,82.87,57,0,6.91,clear sky
577,Novosokolniki,RU,56.3463,30.1578,30.69,96,68,6.98,light snow
578,Xingyi,CN,24.1877,102.817,46.71,52,1,3.6,clear sky
579,Solnechnyy,RU,50.7214,136.6319,6.1,95,100,4.29,overcast clouds
580,Adrar,MR,20.5022,-10.0711,76.93,11,5,19.8,clear sky
581,Gaogou,CN,34.0175,119.1886,40.05,76,100,5.44,light rain
582,Salinas,US,36.6777,-121.6555,64.04,60,0,10.36,clear sky
583,Malumfashi,NG,11.7853,7.6218,84.96,7,8,13.38,clear sky
584,Plettenberg Bay,ZA,-34.0527,23.3716,69.26,70,11,3.38,few clouds
585,Kemerovo,RU,55.3333,86.0833,-2.51,65,0,2.24,clear sky
586,Ozernovskiy,RU,51.5,156.5167,22.84,75,87,5.79,overcast clouds
587,La Ronge,CA,55.1001,-105.2842,-23.55,69,40,0.0,scattered clouds
588,Cap-Haitien,HT,19.7578,-72.2042,80.55,65,20,11.5,few clouds
589,Nabannagan,PH,18.0715,121.5338,70.14,93,100,1.03,overcast clouds
590,Dongsheng,CN,39.8161,109.9776,24.53,74,45,9.89,scattered clouds
591,Sneek,NL,53.033,5.6589,42.93,71,55,7.0,broken clouds
592,Magugu,TZ,-4.0167,35.7667,69.66,84,100,1.41,moderate rain
593,Fare,PF,-16.7,-151.0167,81.36,71,1,17.63,light rain
594,Kalat,PK,29.0225,66.5916,46.29,21,0,3.2,clear sky
595,Jinchang,CN,38.4953,102.1739,25.0,84,100,5.44,overcast clouds
596,Zhanaozen,KZ,43.3,52.8,37.38,71,100,12.26,overcast clouds
597,Joensuu,FI,62.6012,29.7632,25.29,90,75,11.5,broken clouds
598,Koungou,YT,-12.7336,45.2042,80.31,83,0,9.22,light rain
599,Sinjai,ID,-5.1241,120.253,74.93,91,98,4.21,light rain
600,Catuday,PH,16.2923,119.8062,77.29,78,97,6.78,overcast clouds
601,Alta Floresta,BR,-9.8756,-56.0861,76.62,89,100,2.98,overcast clouds
602,Nagar Karnul,IN,16.4821,78.3247,74.05,45,10,8.52,clear sky
603,Taree,AU,-31.9,152.4667,67.1,100,40,4.18,light rain
604,Nieuw Amsterdam,SR,5.8833,-55.0833,85.01,75,40,11.5,scattered clouds
605,Robat Karim,IR,35.4846,51.0829,51.66,53,75,0.0,broken clouds
606,Merritt Island,US,28.5392,-80.672,74.21,58,20,8.05,few clouds
607,College,US,64.8569,-147.8028,-5.85,74,100,9.22,overcast clouds
608,Pollachi,IN,10.6667,77.0167,78.04,72,11,8.61,few clouds
609,Changchun,CN,43.88,125.3228,8.56,86,32,5.44,scattered clouds
610,Iwanai,JP,42.9744,140.5089,17.31,92,96,5.59,overcast clouds
611,Xucheng,CN,20.35,110.1288,68.7,84,22,8.55,few clouds
612,Jambi,ID,-1.6,103.6167,73.38,97,99,2.77,overcast clouds
613,Erenhot,CN,43.6475,111.9767,6.78,95,100,4.85,light snow
614,Namwala,ZM,-15.7504,26.4384,72.61,88,95,4.92,light rain
615,Innisfail,AU,-17.5333,146.0333,74.23,89,15,3.42,few clouds
616,Chernaya Kholunitsa,RU,58.8511,51.7154,20.25,95,100,6.71,light snow
617,Port Arthur,CN,38.8,121.2667,34.02,51,100,8.57,overcast clouds
618,Manokwari,ID,-0.8667,134.0833,77.34,83,96,3.74,overcast clouds
619,Meulaboh,ID,4.1363,96.1285,75.83,89,96,8.37,overcast clouds
620,Soars,RO,45.9333,24.9167,45.7,85,0,1.28,clear sky
621,Hovd,MN,48.0056,91.6419,-12.71,90,86,4.85,overcast clouds
622,Xinzhi,CN,36.4989,111.7047,35.96,59,49,1.86,scattered clouds
623,Zeya,RU,53.75,127.2667,-3.91,94,96,4.16,overcast clouds
624,Auki,SB,-8.7676,160.7034,74.98,95,100,2.95,overcast clouds
625,Lodja,CD,-3.4833,23.4333,83.82,58,66,1.77,broken clouds
626,Berlin,DE,52.5244,13.4105,42.94,85,40,8.99,scattered clouds
627,Saint-Joseph,RE,-21.3667,55.6167,77.38,79,45,5.41,scattered clouds
628,Bonavista,CA,48.6499,-53.1147,39.11,81,100,14.16,overcast clouds
629,Jijiga,ET,9.35,42.8,67.12,44,24,13.98,few clouds
630,Martinsicuro,IT,42.8811,13.9145,55.87,86,69,2.89,broken clouds
631,Bama,NG,11.5221,13.6856,86.85,7,61,10.33,broken clouds
632,Zhangye,CN,38.9342,100.4517,24.12,65,100,3.83,overcast clouds
633,Malanje,AO,-9.5402,16.341,74.35,67,88,2.93,overcast clouds
634,Quang Ngai,VN,15.1167,108.8,73.22,88,100,1.25,overcast clouds
635,Awbari,LY,26.5921,12.7805,61.32,24,0,8.88,clear sky
636,Cooma,AU,-36.2333,149.1333,49.77,93,100,4.61,overcast clouds
637,Yanai,JP,33.9667,132.1167,40.62,76,44,5.57,scattered clouds
638,Deneysville,ZA,-26.8908,28.0971,79.59,37,89,6.93,overcast clouds
639,Ingham,US,42.6,-84.3833,37.35,92,100,6.91,overcast clouds
640,Chibombo,ZM,-14.6569,28.0706,69.66,85,97,5.7,light rain
641,Ponta Delgada,PT,37.7333,-25.6667,61.52,67,20,5.75,few clouds
642,Kibondo,TZ,-3.5864,30.7203,65.07,89,99,3.18,moderate rain
643,Keti Bandar,PK,24.1447,67.4497,72.0,51,0,8.5,clear sky
644,Veracruz,MX,19.3333,-96.6667,69.87,71,51,2.1,broken clouds
645,Anzio,IT,41.4853,12.6179,60.01,65,63,3.36,broken clouds
646,Sidi Ali,DZ,36.0998,0.4206,53.58,74,100,6.96,overcast clouds
647,Arman,RU,59.7,150.1667,-2.99,77,95,6.93,overcast clouds
648,Ahuimanu,US,21.4447,-157.8378,64.78,89,0,5.75,clear sky
649,Payo,ID,-3.7508,103.6372,71.49,91,93,2.17,overcast clouds
650,Aksu,CN,41.1231,80.2644,28.11,45,2,2.26,clear sky
651,Shelburne,CA,44.0787,-80.2041,32.56,91,100,20.54,overcast clouds
652,Itoman,JP,26.1247,127.6694,66.22,72,85,6.91,overcast clouds
653,Hauterive,FR,46.0901,3.4459,45.36,61,24,6.38,few clouds
654,Pombas,CV,17.1503,-25.0201,78.58,63,77,10.6,broken clouds
655,Altay,CN,47.8667,88.1167,-0.47,72,9,8.25,clear sky
656,Chapleau,CA,47.8405,-83.4034,21.29,93,100,4.61,overcast clouds
657,Nchelenge,ZM,-9.3451,28.734,69.64,86,99,3.74,overcast clouds
658,Kepno,PL,51.2784,17.9891,35.31,89,100,13.62,light snow
659,Nanchong,CN,30.7951,106.0847,48.02,72,85,1.43,overcast clouds
660,Snezhnogorsk,RU,69.1933,33.2531,22.78,98,77,11.25,broken clouds
661,Portland,US,45.5234,-122.6762,46.85,91,75,3.0,broken clouds
662,Lokosovo,RU,61.1333,74.8167,-5.17,98,24,7.72,few clouds
663,Amapa,BR,1.0,-52.0,81.81,78,84,3.24,broken clouds
664,Cullera,ES,39.1667,-0.25,61.52,73,73,5.01,broken clouds
665,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,1.99,78,0,11.18,clear sky
666,Fomboni,KM,-12.28,43.7425,77.63,84,100,8.66,light rain
667,Pandan,PH,14.0453,124.1694,77.5,88,77,16.22,broken clouds
668,Maromitsa,RU,59.8683,48.0123,23.95,95,98,4.54,overcast clouds
669,Muzhi,RU,65.3667,64.6667,5.25,83,100,15.35,overcast clouds
670,Upington,ZA,-28.4478,21.2561,97.18,17,40,3.44,scattered clouds
671,Yoichi,JP,43.2039,140.7703,15.78,73,99,2.13,overcast clouds
672,Hua Hin,TH,12.5707,99.9588,79.07,81,97,8.39,overcast clouds
673,Udachnyy,RU,66.4167,112.4,-2.94,100,99,3.71,overcast clouds
674,Cabuyaro,CO,4.2817,-72.794,89.02,44,98,9.06,overcast clouds
675,Bathsheba,BB,13.2167,-59.5167,84.81,54,20,26.46,few clouds
676,Oussouye,SN,12.485,-16.5469,100.58,10,8,12.44,clear sky
677,Sur,OM,22.5667,59.5289,70.38,50,0,7.09,clear sky
678,Bereda,ES,43.2686,-7.5406,57.0,89,97,4.29,overcast clouds
679,Pinega,RU,64.7001,43.3936,23.45,96,100,6.51,light snow
680,Kodinsk,RU,58.6881,99.1844,-18.81,100,54,0.92,broken clouds
681,Rio Cuarto,AR,-33.1307,-64.3499,63.68,94,100,13.8,heavy intensity rain
682,Shakhtinsk,KZ,49.71,72.5872,-3.44,93,59,8.48,broken clouds
683,Carberry,CA,49.8689,-99.3602,-7.37,90,98,14.67,overcast clouds
684,Santa Maria,BR,-29.6842,-53.8069,94.3,38,20,4.61,few clouds
685,Tutoia,BR,-2.7619,-42.2744,85.98,64,22,11.12,few clouds
686,Nabire,ID,-3.3667,135.4833,74.37,96,100,2.73,overcast clouds
687,Revda,RU,56.801,59.9303,5.81,94,100,8.21,light snow
688,Mathathane,BW,-22.2687,28.7495,91.96,19,1,17.78,clear sky
689,Kolosovka,RU,56.4678,73.611,-9.98,95,5,7.9,clear sky
690,Camacha,PT,33.0833,-16.3333,65.16,72,40,14.97,scattered clouds
691,Okhotsk,RU,59.3833,143.3,-9.0,90,100,8.37,overcast clouds
692,San Luis,AR,-33.295,-66.3356,59.83,87,100,13.73,overcast clouds
693,Ati,TD,13.2154,18.3353,86.45,9,3,7.83,clear sky
694,Vinh,VN,18.6667,105.6667,68.72,93,100,1.77,overcast clouds
695,Verkhnetulomskiy,RU,68.6073,31.7962,23.13,96,94,5.39,light snow
